Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
76120360,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76121360,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76147332,000001D0,false,Rx,0,8,44,FF,4B,C6,00,00,3D,00,
76148330,000004C5,false,Rx,0,8,60,12,FF,FF,FF,FF,FF,FF,
76157320,000000EA,false,Rx,0,8,8F,FF,E0,FD,FF,FF,FF,2B,
76158321,000001FC,false,Rx,0,2,A5,03,00,00,00,00,00,00,
76167275,000001A6,false,Rx,0,8,00,00,00,00,00,00,44,F1,
76195280,000000A8,false,Rx,0,8,C8,0E,00,00,00,0F,03,00,
76197277,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
76205267,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76209264,000001A0,false,Rx,0,8,00,80,00,E8,FE,00,E8,F2,
76210265,00000130,false,Rx,0,5,00,02,34,3F,44,00,00,00,
76220254,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76221252,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76245225,000001D0,false,Rx,0,8,44,FF,4C,C6,00,00,3D,00,
76247183,000000C0,false,Rx,0,2,F6,FF,00,00,00,00,00,00,
76248222,000004E0,false,Rx,0,8,62,12,FF,FF,FF,FF,FF,FF,
76252219,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
76263204,000001A6,false,Rx,0,8,00,00,00,00,00,00,D4,F2,
76268200,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
76269199,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
76270203,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
76270223,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
76274195,000001D2,false,Rx,0,6,F0,0F,FF,6C,F0,FF,00,00,
76295121,000000A8,false,Rx,0,8,C2,08,00,00,00,0F,03,00,
76297167,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
76299169,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
76301164,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
76303163,000000C8,false,Rx,0,6,00,80,FD,00,80,72,00,00,
76305159,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76307156,0000019E,false,Rx,0,8,00,FA,40,FC,F0,63,00,2C,
76309156,000001A0,false,Rx,0,8,00,80,00,E0,FE,00,48,4A,
76310154,00000130,false,Rx,0,5,00,02,34,3F,55,00,00,00,
76320142,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76321141,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76346119,000001D0,false,Rx,0,8,44,FF,4D,C6,00,00,3D,00,
76354111,000004E2,false,Rx,0,8,64,02,FF,FF,FF,FF,FF,FF,
76357103,000001FC,false,Rx,0,2,A6,03,00,00,00,00,00,00,
76363096,0000019E,false,Rx,0,8,00,EE,70,FC,F0,63,01,51,
76364095,000001A6,false,Rx,0,8,00,00,00,00,00,00,64,F4,
76395062,000000A8,false,Rx,0,8,BD,03,00,00,00,0F,03,00,
76397060,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
76405050,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76409045,000001A0,false,Rx,0,8,00,80,05,E0,FE,F4,9F,9B,
76410045,00000130,false,Rx,0,5,00,02,34,3F,66,00,00,00,
76412045,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
76420034,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76421036,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76446008,000001D0,false,Rx,0,8,44,FF,4E,C6,00,00,3D,00,
76447018,000000C0,false,Rx,0,2,F7,FF,00,00,00,00,00,00,
76454004,000004E4,false,Rx,0,8,65,12,FF,FF,FF,FF,FF,FF,
76462994,000001A6,false,Rx,0,8,00,00,00,00,00,00,F4,F5,
76473981,000001D2,false,Rx,0,6,F0,0F,FF,7C,F0,FF,00,00,
76494959,000000A8,false,Rx,0,8,C7,0D,00,00,00,0F,03,00,
76496956,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
76497957,00000398,false,Rx,0,2,CF,FF,00,00,00,00,00,00,
76498958,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
76500952,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
76502949,00000398,false,Rx,0,2,CF,9F,00,00,00,00,00,00,
76503948,000000C8,false,Rx,0,6,00,80,FD,00,80,92,00,00,
76504948,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76506947,0000019E,false,Rx,0,8,00,EE,E0,FC,F0,63,00,C0,
76508946,000001A0,false,Rx,0,8,00,80,01,E0,FE,F2,EF,E5,
76509945,00000130,false,Rx,0,5,00,02,34,3F,77,00,00,00,
76519933,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76520886,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76545912,000001D0,false,Rx,0,8,44,FF,40,C6,00,00,3D,00,
76556897,000001FC,false,Rx,0,2,A7,03,00,00,00,00,00,00,
76558892,000004E5,false,Rx,0,8,67,12,FF,FF,FF,FF,FF,FF,
76563890,000001A6,false,Rx,0,8,00,00,00,00,00,00,84,F7,
76594858,000000A8,false,Rx,0,8,C2,08,00,00,00,0F,03,00,
76596855,000000AA,false,Rx,0,8,B7,09,00,00,FF,FF,04,00,
76600853,000000F2,false,Rx,0,8,F0,FF,87,FD,FF,FF,FF,FF,
76604850,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76608844,000001A0,false,Rx,0,8,00,80,FD,EF,FE,F4,4F,53,
76609842,00000130,false,Rx,0,5,00,02,34,3F,88,00,00,00,
76619833,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76620829,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76640813,000004E7,false,Rx,0,8,6D,12,FF,FF,FF,FF,FF,FF,
76645805,000001D0,false,Rx,0,8,44,FF,41,C6,00,00,3D,00,
76646806,000000C0,false,Rx,0,2,F8,FF,00,00,00,00,00,00,
76654799,000005C0,false,Rx,0,8,04,00,32,FF,FF,FF,F4,FF,
76662788,000001A6,false,Rx,0,8,00,00,00,00,00,00,14,F9,
76670782,000005A9,false,Rx,0,8,40,50,01,14,FF,FF,FF,FF,
76673778,000001D2,false,Rx,0,6,F0,0F,FF,8C,F0,FF,00,00,
76674778,00000328,false,Rx,0,6,74,AC,1D,00,16,20,00,00,
76694758,000000A8,false,Rx,0,8,BD,03,00,00,00,0F,03,00,
76696753,000000AA,false,Rx,0,8,B2,04,00,00,FF,FF,04,00,
76698751,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
76700751,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
76702746,000000C8,false,Rx,0,6,00,80,FD,00,80,8A,00,00,
76704746,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76706744,0000019E,false,Rx,0,8,00,EE,90,FC,F0,63,00,70,
76708741,000001A0,false,Rx,0,8,00,80,00,E0,FE,F4,9F,96,
76710740,00000130,false,Rx,0,5,00,02,34,3F,99,00,00,00,
76719731,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76720732,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76724725,000004ED,false,Rx,0,8,6E,12,FF,FF,FF,FF,FF,FF,
76725723,00000592,false,Rx,0,8,40,22,00,31,FF,FF,FF,FF,
76741708,0000019E,false,Rx,0,8,00,ED,B0,FC,F0,63,00,8F,
76746703,000001D0,false,Rx,0,8,44,FF,42,C6,00,00,3D,00,
76756695,000001FC,false,Rx,0,2,A8,03,00,00,00,00,00,00,
76762686,000001A6,false,Rx,0,8,00,00,00,00,00,00,A4,FA,
76794656,000000A8,false,Rx,0,8,C7,0D,00,00,00,0F,03,00,
76796651,000000AA,false,Rx,0,8,BC,0E,00,00,FF,FF,04,00,
76804644,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76808639,000004EE,false,Rx,0,8,70,12,FF,FF,FF,FF,FF,FF,
76809640,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,EF,E7,
76810637,00000130,false,Rx,0,5,00,02,34,3F,BA,00,00,00,
76819631,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76820628,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76846605,000001D0,false,Rx,0,8,44,FF,43,C6,00,00,3D,00,
76846625,000000C0,false,Rx,0,2,F9,FF,00,00,00,00,00,00,
76862586,000001A6,false,Rx,0,8,00,00,00,00,00,00,34,FC,
76872576,00000580,false,Rx,0,8,04,11,04,01,05,FF,00,F0,
76873574,000001D2,false,Rx,0,6,F0,0F,FF,9C,F0,FF,00,00,
76893557,000004F0,false,Rx,0,8,72,12,FF,FF,FF,FF,FF,FF,
76895552,000000A8,false,Rx,0,8,C2,08,00,00,00,0F,03,00,
76896500,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
76898549,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
76900546,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
76902543,000000C8,false,Rx,0,6,00,80,FD,00,80,D2,00,00,
76904544,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
76906540,0000019E,false,Rx,0,8,00,ED,40,FC,F0,43,00,FE,
76908539,000001A0,false,Rx,0,8,00,80,01,E0,FE,F2,4F,45,
76910538,0000026E,false,Rx,0,8,00,00,00,50,FF,FF,FF,FF,
76910558,000001FE,false,Rx,0,2,FF,00,00,00,00,00,00,00,
76911535,00000130,false,Rx,0,5,00,02,34,3F,CB,00,00,00,
76914533,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
76919526,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76920529,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
76946502,000001D0,false,Rx,0,8,44,FF,44,C6,00,00,3D,00,
76947499,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
76956490,000001FC,false,Rx,0,2,A9,03,00,00,00,00,00,00,
76962485,000001A6,false,Rx,0,8,00,00,00,00,00,00,C4,FD,
76966480,000001B6,false,Rx,0,7,FF,FF,3C,00,00,00,00,00,
76982463,000004F2,false,Rx,0,8,73,02,FF,FF,FF,FF,FF,FF,
76994453,000000A8,false,Rx,0,8,BD,03,00,00,00,0F,03,00,
76996451,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
77004431,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77008425,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,9F,9A,
77009436,00000130,false,Rx,0,5,00,02,34,3F,DC,00,00,00,
77019428,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77020423,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77046399,000001D0,false,Rx,0,8,44,FF,45,C6,00,00,3D,00,
77047396,000000C0,false,Rx,0,2,FA,FF,00,00,00,00,00,00,
77055338,000002CE,false,Rx,0,3,80,80,F0,00,00,00,00,00,
77063325,000001A6,false,Rx,0,8,00,00,00,00,00,00,54,FF,
77066316,000004F3,false,Rx,0,8,78,12,FF,01,FF,FF,FF,FF,
77067318,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
77073362,000001D2,false,Rx,0,6,F0,0F,FF,AC,F0,FF,00,00,
77094350,000000A8,false,Rx,0,8,C7,0D,00,00,00,0F,03,00,
77096349,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
77098346,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
77100345,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
77102344,000000C8,false,Rx,0,6,00,80,FD,00,80,F2,00,00,
77104342,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77106338,0000019E,false,Rx,0,8,00,ED,E0,FC,F0,43,00,9F,
77108337,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,EF,EA,
77110336,00000130,false,Rx,0,5,00,02,34,3F,ED,00,00,00,
77112334,000000C1,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
77119326,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77120325,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77139305,000002FA,false,Rx,0,5,FF,04,FF,FF,FF,00,00,00,
77147301,000001D0,false,Rx,0,8,44,FF,46,C6,00,00,3D,00,
77156290,000001FC,false,Rx,0,2,AA,03,00,00,00,00,00,00,
77157290,000004F8,false,Rx,0,8,00,12,FF,FF,FF,FF,FF,FF,
77162285,000001A6,false,Rx,0,8,00,00,00,00,00,00,E4,F0,
77184260,000002FA,false,Rx,0,5,FC,04,FF,FF,FF,00,00,00,
77194250,000000A8,false,Rx,0,8,C2,08,00,00,00,0F,03,00,
77196246,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
77204238,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77208237,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,4F,4A,
77209234,00000130,false,Rx,0,5,00,02,34,3F,FE,00,00,00,
77211181,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
77219226,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77220224,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77230213,00000480,false,Rx,0,8,40,02,FF,01,FF,FF,FF,FF,
77246139,000000C0,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
77247155,000001D0,false,Rx,0,8,44,FF,47,C6,00,00,3D,00,
77263165,000001A6,false,Rx,0,8,00,00,00,00,00,00,74,F2,
77268178,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
77269173,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
77270172,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
77270193,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
77273171,000001D2,false,Rx,0,6,F0,0F,FF,BC,F0,FF,00,00,
77294147,000000A8,false,Rx,0,8,BD,03,00,00,00,0F,03,00,
77296144,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
77298145,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
77300142,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
77302140,000000C8,false,Rx,0,6,00,80,FD,00,80,12,00,00,
77304137,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77306135,0000019E,false,Rx,0,8,00,ED,90,FC,F0,43,00,4F,
77308132,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,9F,97,
77310130,00000130,false,Rx,0,5,00,02,34,3F,00,00,00,00,
77314127,000004C0,false,Rx,0,8,41,02,FF,FF,FF,FF,FF,FF,
77319092,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77320123,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77347098,000001D0,false,Rx,0,8,44,FF,48,C6,00,00,3D,00,
77356086,000001FC,false,Rx,0,2,AB,03,00,00,00,00,00,00,
77362081,000001A6,false,Rx,0,8,00,00,00,00,00,00,04,F4,
77371070,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
77390052,0000031D,false,Rx,0,2,FF,FE,00,00,00,00,00,00,
77394049,000000A8,false,Rx,0,8,C7,0D,00,00,00,0F,03,00,
77396044,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
77397045,000004C1,false,Rx,0,8,43,12,FE,FF,FF,FF,FF,FF,
77404035,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77408033,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,EF,E7,
77409030,00000130,false,Rx,0,5,00,02,34,3F,11,00,00,00,
77419021,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77420024,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77445997,000000C0,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
77446994,000001D0,false,Rx,0,8,44,FF,49,C6,00,00,3D,00,
77461983,000001A6,false,Rx,0,8,00,00,00,00,00,00,94,F5,
77472971,000001D2,false,Rx,0,6,F0,0F,FF,CC,F0,FF,00,00,
77486937,000004C3,false,Rx,0,8,44,12,FF,FF,FF,FF,FF,FF,
77493949,000000A8,false,Rx,0,8,C2,08,00,00,00,0F,03,00,
77495947,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
77497946,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
77499943,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
77501941,000000C8,false,Rx,0,6,00,80,FD,00,80,32,00,00,
77503939,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77505939,0000019E,false,Rx,0,8,00,ED,40,FC,F0,43,00,FE,
77507936,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,4F,47,
77509933,00000130,false,Rx,0,5,00,02,34,3F,22,00,00,00,
77518927,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77519925,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77530914,0000033A,false,Rx,0,5,18,45,81,FD,78,00,00,00,
77546898,000001D0,false,Rx,0,8,44,FF,4A,C6,00,00,3D,00,
77551896,00000313,false,Rx,0,2,F0,F0,00,00,00,00,00,00,
77555892,000001FC,false,Rx,0,2,AC,03,00,00,00,00,00,00,
77558892,00000313,false,Rx,0,2,00,F0,00,00,00,00,00,00,
77561884,000001A6,false,Rx,0,8,00,00,00,00,00,00,24,F7,
77582867,000004C4,false,Rx,0,8,45,52,FF,FF,FF,FF,FF,FF,
77593853,000000A8,false,Rx,0,8,BD,03,00,00,00,0F,03,00,
77595853,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
77603845,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77607842,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,9F,9A,
77608840,00000130,false,Rx,0,5,00,02,34,3F,33,00,00,00,
77618831,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77619832,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77645809,000000C0,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
77647807,000001D0,false,Rx,0,8,44,FF,4B,C6,00,00,3D,00,
77661792,000001A6,false,Rx,0,8,00,00,00,00,00,00,B4,F8,
77667786,000004C5,false,Rx,0,8,60,52,FF,FF,FF,FF,FF,FF,
77672781,000001D2,false,Rx,0,6,F0,0F,FF,DC,F0,FF,00,00,
77673778,00000328,false,Rx,0,6,75,AC,1D,00,16,20,00,00,
77683769,00000313,false,Rx,0,2,00,F8,00,00,00,00,00,00,
77693759,000000A8,false,Rx,0,8,C7,0D,00,00,00,0F,03,00,
77695756,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
77697757,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
77699753,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
77701752,000000C8,false,Rx,0,6,00,80,FD,00,80,52,00,00,
77703750,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77705750,0000019E,false,Rx,0,8,00,ED,E0,FC,F0,43,00,9F,
77707748,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,EF,EA,
77709745,00000130,false,Rx,0,5,00,02,34,3F,44,00,00,00,
77718736,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77719736,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77747706,000001D0,false,Rx,0,8,44,FF,4C,C6,00,00,3D,00,
77755704,000001FC,false,Rx,0,2,AD,03,00,00,00,00,00,00,
77761697,000001A6,false,Rx,0,8,00,00,00,00,00,00,44,FA,
77766694,000004E0,false,Rx,0,8,62,52,FF,FF,FF,FF,FF,FF,
77793667,000000A8,false,Rx,0,8,C2,08,00,00,00,0F,03,00,
77795664,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
77803655,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77807653,000001A0,false,Rx,0,8,00,80,01,D0,FE,F4,4F,37,
77808650,00000130,false,Rx,0,5,00,02,34,3F,55,00,00,00,
77818641,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77819639,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77845615,000000C0,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
77847614,000001D0,false,Rx,0,8,44,FF,4D,C6,00,00,3D,00,
77848616,000004E2,false,Rx,0,8,64,42,FF,FF,FF,FF,FF,FF,
77861599,000001A6,false,Rx,0,8,00,00,00,00,00,00,D4,FB,
77872589,000001D2,false,Rx,0,6,F0,0F,FF,EC,F0,FF,00,00,
77893573,000000A8,false,Rx,0,8,BD,03,00,00,00,0F,03,00,
77895570,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
77897564,000000BE,false,Rx,0,5,AF,FF,FF,FF,FF,00,00,00,
77899562,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
77901561,000000C8,false,Rx,0,6,00,80,FD,00,80,4A,00,00,
77903559,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
77905560,0000019E,false,Rx,0,8,00,ED,90,FC,F0,43,00,4F,
77907555,000001A0,false,Rx,0,8,00,80,FD,EF,FE,F4,9F,A3,
77909555,00000130,false,Rx,0,5,00,02,34,3F,66,00,00,00,
77909575,000001FE,false,Rx,0,2,FF,00,00,00,00,00,00,00,
77913551,00000304,false,Rx,0,2,E3,FF,00,00,00,00,00,00,
77918546,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77919544,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
77945518,000002CA,false,Rx,0,2,79,FF,00,00,00,00,00,00,
77947518,000004E4,false,Rx,0,8,65,52,FF,FF,FF,FF,FF,FF,
77949514,000001D0,false,Rx,0,8,44,FF,4E,C6,00,00,3D,00,
77955513,000001FC,false,Rx,0,2,AE,03,00,00,00,00,00,00,
77961506,000001A6,false,Rx,0,8,00,00,00,00,00,00,64,FD,
77968502,000001B6,false,Rx,0,7,FF,FF,3C,00,00,00,00,00,
77993473,000000A8,false,Rx,0,8,C7,0D,00,00,00,0F,03,00,
77995472,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
78003452,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
78007452,000001A0,false,Rx,0,8,00,80,01,E0,FE,F7,EF,EA,
78008461,00000130,false,Rx,0,5,00,02,34,3F,77,00,00,00,
78018449,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78019453,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78037431,000004E5,false,Rx,0,8,67,52,FF,FF,FF,FF,FF,FF,
78039429,000002FC,false,Rx,0,7,80,01,05,FF,FF,FF,FF,00,
78040431,000002A0,false,Rx,0,8,88,88,88,00,02,60,00,20,
78045425,000000C0,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
78048420,000001D0,false,Rx,0,8,44,FF,40,C6,00,00,3D,00,
78061414,000001A6,false,Rx,0,8,00,00,00,00,00,00,F4,FE,
78065407,000001B5,false,Rx,0,6,FF,FF,02,00,08,FF,00,00,
78072397,000001D2,false,Rx,0,6,F0,0F,FF,0C,F0,FF,00,00,
78093380,000000A8,false,Rx,0,8,C2,08,00,00,00,0F,03,00,
78095379,000000AA,false,Rx,0,8,B6,08,00,00,FF,FF,04,00,
78097374,000000BE,false,Rx,0,5,5F,FF,FF,FF,FF,00,00,00,
78099375,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
78101370,000000C8,false,Rx,0,6,00,80,FD,00,80,6A,00,00,
78103369,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
78106366,0000019E,false,Rx,0,8,00,ED,40,FC,F0,43,00,FE,
78107367,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,4F,47,
78109363,00000130,false,Rx,0,5,00,02,34,3F,88,00,00,00,
78109383,000003BD,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
78118355,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78119355,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78121351,000004E7,false,Rx,0,8,6D,52,FF,FF,FF,FF,FF,FF,
78123355,000005E7,false,Rx,0,8,01,01,AA,FF,FF,FF,FF,FF,
78148328,000001D0,false,Rx,0,8,44,FF,41,C6,00,00,3D,00,
78155323,000001FC,false,Rx,0,2,A0,03,00,00,00,00,00,00,
78162315,000001A6,false,Rx,0,8,00,00,00,00,00,00,84,F0,
78193285,000000A8,false,Rx,0,8,BD,03,00,00,00,0F,03,00,
78195281,000000AA,false,Rx,0,8,B1,03,00,00,FF,FF,04,00,
78203274,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
78207269,000001A0,false,Rx,0,8,00,80,FD,EF,FE,F4,9F,A3,
78208269,00000130,false,Rx,0,5,00,02,34,3F,99,00,00,00,
78218260,000004ED,false,Rx,0,8,6E,52,FF,FF,FF,FF,FF,FF,
78219258,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78219278,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78245236,000000C0,false,Rx,0,2,F1,FF,00,00,00,00,00,00,
78248234,000001D0,false,Rx,0,8,44,FF,42,C6,00,00,3D,00,
78261219,000001A6,false,Rx,0,8,00,00,00,00,00,00,14,F2,
78267214,000001D6,false,Rx,0,2,C0,00,00,00,00,00,00,00,
78268215,000001EA,false,Rx,0,2,F0,FF,00,00,00,00,00,00,
78268236,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
78269214,000002A6,false,Rx,0,2,00,FC,00,00,00,00,00,00,
78272209,000001D2,false,Rx,0,6,F0,0F,FF,1C,F0,FF,00,00,
78293190,000000A8,false,Rx,0,8,C7,0D,00,00,00,0F,03,00,
78295188,000000AA,false,Rx,0,8,BB,0D,00,00,FF,FF,04,00,
78297187,000000BE,false,Rx,0,5,0F,FF,FF,FF,FF,00,00,00,
78299183,000000C4,false,Rx,0,7,00,80,FD,00,80,FF,F6,00,
78301181,000000C8,false,Rx,0,6,00,80,FD,00,80,8A,00,00,
78302178,000004EE,false,Rx,0,8,70,52,FF,FF,FF,FF,FF,FF,
78304176,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
78305180,0000019E,false,Rx,0,8,00,ED,E0,FC,F0,43,00,9F,
78307177,000001A0,false,Rx,0,8,00,80,01,E0,FE,F4,EF,E7,
78309173,00000130,false,Rx,0,5,00,02,34,3F,BA,00,00,00,
78318167,000000FD,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78319166,000000FC,false,Rx,0,3,FF,FF,FF,00,00,00,00,00,
78348137,000001D0,false,Rx,0,8,44,FF,43,C6,00,00,3D,00,
78349139,0000031D,false,Rx,0,2,00,FE,00,00,00,00,00,00,
78355129,000001FC,false,Rx,0,2,A1,03,00,00,00,00,00,00,
78361125,000001A6,false,Rx,0,8,00,00,00,00,00,00,A4,F3,
78393093,000004F0,false,Rx,0,8,72,52,FF,FF,FF,FF,FF,FF,
